ACCESS_FISH_ID,error correction,TRIP_ID,START_DATE,RIVER_CODE,GEAR_CODE,SPECIES_CODE,TOTAL_LENGTH,PITTAG,DATASHEET_SAMPLE_ID,WEIGHT,STATION_ID,START_RM,SAMPLE_NOTES,BH notes,SEX_CODE,SEX_COND_CODE,SEX_CHAR_CODE,DISPOSITION_CODE
249994,,SHI20190620,06/21/2019,COR,HB,FMS,477,3DD.003C06F4DA,H11,722,2,,RL,,U,N,B,RA
250108,x,SHI20190620,06/22/2019,COR,HB,FMS,326,3DD.003C06F4DB,H11,264,3,108.8,"RM 108.8, RR",fixed river mile,U,N,N,RA
250143,x,SHI20190620,06/20/2019,COR,HB,FMS,367,3DD.003C06F4DC,H16,385,1,108.9,"RM 108.9, RL",fixed river mile,U,N,N,RA
250019,,SHI20190620,06/21/2019,COR,HB,FMS,406,3DD.003C06F4DD,H16,605,2,,RL,,U,N,C,RA
250012,,SHI20190620,06/21/2019,COR,HB,FMS,272,3DD.003C06F4DE,H11,145,2,,RL,,U,N,N,RA
250094,x,SHI20190620,06/22/2019,COR,HB,FMS,434,3DD.003C06F4DF,H2,565,1,108.74,"RM 108.74, RL",fixed river mile,U,N,C,RA
250106,x,SHI20190620,06/22/2019,COR,HB,FMS,407,3DD.003C06F4E0,H11,458,3,108.8,"RM 108.8, RR",fixed river mile,U,N,B,RA
250041,,SHI20190620,06/21/2019,COR,HB,FMS,294,3DD.003C06F4E2,H19,162,2,,RL,,U,N,N,RA
250015,,SHI20190620,06/21/2019,COR,HB,FMS,247,3DD.003C06F4E3,H15,131,2,,RL,,U,N,N,RA
250000,,SHI20190620,06/21/2019,COR,HB,FMS,437,3DD.003C06F4E4,H11,618,2,,RL,,U,N,T,RA
250091,x,SHI20190620,06/22/2019,COR,HB,FMS,425,3DD.003C06F4E6,H1,588,3,108.75,"RM 108.75, RL",fixed river mile,U,N,B,RA
250044,,SHI20190620,06/21/2019,COR,HB,FMS,228,3DD.003C06F4E8,H19,104,2,,RL,,U,N,N,RA
250109,x,SHI20190620,06/22/2019,COR,HB,FMS,395,3DD.003C06F4E9,H11,443,3,108.8,"RM 108.8, RR",fixed river mile,U,N,B,RA
250160,x,SHI20190620,06/22/2019,COR,HB,FMS,277,3DD.003C06F4EA,H16,165,3,108.71,"RM 108.71, RR",fixed river mile,U,N,N,RA
250014,,SHI20190620,06/21/2019,COR,HB,FMS,264,3DD.003C06F4EB,H15,173,2,,RL,,U,N,N,RA
250087,x,SHI20190620,06/20/2019,COR,HB,FMS,512,3DD.003C06F4EC,H20,1050,1,108.8,"RM 108.8, RL",fixed river mile,U,N,C,RA
250098,x,SHI20190620,06/22/2019,COR,HB,FMS,460,3DD.003C06F4EE,H5,853,3,108.72,"RM 108.72, RL",fixed river mile,U,N,C,RA
250092,x,SHI20190620,06/22/2019,COR,HB,FMS,395,3DD.003C06F4EF,H1,456,3,108.75,"RM 108.75, RL",fixed river mile,U,N,C,RA
250165,x,SHI20190620,06/22/2019,COR,HB,FMS,433,3DD.003C06F4F1,H18,598,3,108.6,"RM 108.6, Inscription camp, RR",fixed river mile,M,N,T,RA
250102,x,SHI20190620,06/22/2019,COR,HB,FMS,255,3DD.003C06F4F2,H9,122,3,108.65,"RM 108.65, RL",fixed river mile,U,N,N,RA
250150,x,SHI20190620,06/20/2019,COR,HB,FMS,265,3DD.003C06F4F3,H18,174,1,108.85,"RM 108.85, RL",fixed river mile,U,N,N,RA
250043,,SHI20190620,06/21/2019,COR,HB,FMS,318,3DD.003C06F4F4,H19,222,2,,RL,,U,N,N,RA
249991,,SHI20190620,06/21/2019,COR,HB,FMS,330,3DD.003C06F4F7,H10,195,2,,RR,,U,N,N,RA
250017,,SHI20190620,06/21/2019,COR,HB,FMS,188,3DD.003C06F4FB,H15,60,2,,RL,,U,N,N,RA
250161,x,SHI20190620,06/22/2019,COR,HB,FMS,379,3DD.003C06F4FC,H17,360,3,108.61,"RM 108.61, Inscription camp, RR",fixed river mile,M,N,T,RA
250146,x,SHI20190620,06/20/2019,COR,HB,FMS,314,3DD.003C06F4FD,H17,260,1,108.9,"RM 108.9, RL",fixed river mile,U,N,N,RA
250004,,SHI20190620,06/21/2019,COR,HB,FMS,420,3DD.003C06F4FE,H11,556,2,,RL,,U,N,B,RA
250034,,SHI20190620,06/21/2019,COR,HB,FMS,386,3DD.003C06F4FF,H19,485,2,,RL,,U,N,C,RA
249995,,SHI20190620,06/21/2019,COR,HB,FMS,416,3DD.003C06F500,H11,637,2,,RL,,U,N,B,RA
250100,x,SHI20190620,06/22/2019,COR,HB,FMS,298,3DD.003C06F501,H9,184,3,108.65,"RM 108.65, RL",fixed river mile,U,N,N,RA
250035,,SHI20190620,06/21/2019,COR,HB,FMS,424,3DD.003C06F503,H19,677,2,,RL,,U,N,C,RA
250142,x,SHI20190620,06/20/2019,COR,HB,FMS,295,3DD.003C06F506,H16,190,1,108.9,"RM 108.9, RL",fixed river mile,U,N,N,RA
249997,,SHI20190620,06/21/2019,COR,HB,FMS,452,3DD.003C06F507,H11,653,2,,RL,,U,N,B,RA
250101,x,SHI20190620,06/22/2019,COR,HB,FMS,338,3DD.003C06F509,H9,283,3,108.65,"RM 108.65, RL",fixed river mile,U,N,N,RA
250040,,SHI20190620,06/21/2019,COR,HB,FMS,270,3DD.003C06F50A,H19,163,2,,RL,,U,N,N,RA
250147,x,SHI20190620,06/20/2019,COR,HB,FMS,258,3DD.003C06F511,H17,189,1,108.9,"RM 108.9, RL",fixed river mile,U,N,N,RA
250159,x,SHI20190620,06/22/2019,COR,HB,FMS,360,3DD.003C06F514,H16,356,3,108.71,"RM 108.71, RR",fixed river mile,U,N,N,RA
250154,x,SHI20190620,06/22/2019,COR,HB,FMS,406,3DD.003C06F516,H6,512,3,108.71,"RM 108.71, RL",fixed river mile,U,N,C,RA
250021,,SHI20190620,06/21/2019,COR,HB,FMS,306,3DD.003C06F517,H18,228,2,,RL,,U,N,C,RA
249996,,SHI20190620,06/21/2019,COR,HB,FMS,280,3DD.003C06F51D,H11,171,2,,RL,,U,N,N,RA
235911,,BAC20181023,12/12/2018,BAC,BP2,FMS,231,3DD.003C06F5A0,77,108,2,,,,U,N,N,RA
239959,,BAC20181023,12/15/2018,BAC,BP2,FMS,216,3DD.003C06F5B1,85,77,1,,,,U,N,N,RA
242938,,BAC20181023,12/16/2018,BAC,BP2,FMS,160,3DD.003C06F5BA,89,31,1,,,,U,N,N,RA
236616,,BAC20181023,12/13/2018,BAC,BP2,FMS,193,3DD.003C06F5C2,79,55,2,,,,U,N,N,RA
238353,,BAC20181023,12/14/2018,BAC,BP2,FMS,222,3DD.003C06F5C6,83,92,1,,,,U,N,B,RA
236615,,BAC20181023,12/13/2018,BAC,BP2,FMS,192,3DD.003C06F5CC,79,58,2,,,,U,N,N,RA
239584,,BAC20181023,12/15/2018,BAC,BP2,FMS,153,3DD.003C06F5CD,85,27,1,,,,U,N,N,RA
252143,,BAC20190521,05/21/2019,BAC,HB,FMS,393,3DD.003C06F648,H3,494,1,,,,F,R,C,RA
192717,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,165,3DD.003C06F64D,125,32,1,,,,U,N,N,RA
221207,,BAC20171102,01/19/2018,BAC,BPBN2,FMS,159,3DD.003C06F64E,116,37,1,,,,U,I,N,RA
205727,,BAC20171102,02/04/2018,BAC,BPBN2,FMS,165,3DD.003C06F655,135,44,1,,,,U,N,N,RA
192335,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,188,3DD.003C06F657,124,52,1,,,,U,N,N,RA
191894,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,170,3DD.003C06F65A,124,38,1,,,,U,N,N,RA
239082,,BAC20181023,12/15/2018,BAC,BP2,FMS,187,3DD.003C06F65B,84,51,1,,,,U,N,N,RA
240970,,BAC20181023,12/16/2018,BAC,BP2,FMS,150,3DD.003C06F65D,87,27,2,,,,U,N,N,RA
239583,,BAC20181023,12/15/2018,BAC,BP2,FMS,202,3DD.003C06F65E,85,64,1,,,,U,N,N,RA
242934,,BAC20181023,12/16/2018,BAC,BP2,FMS,173,3DD.003C06F662,89,46,1,,,,U,N,N,RA
191892,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,179,3DD.003C06F667,124,48,1,,,,U,N,N,RA
238358,,BAC20181023,12/14/2018,BAC,BP2,FMS,141,3DD.003C06F66D,83,26,1,,,,U,N,N,RA
190972,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,199,3DD.003C06F66E,123,65,1,,,,U,N,N,RA
239073,,BAC20181023,12/15/2018,BAC,BP2,FMS,204,3DD.003C06F674,84,71,1,,,,U,N,N,RA
239086,,BAC20181023,12/15/2018,BAC,BP2,FMS,185,3DD.003C06F676,84,47,1,,,,U,N,N,RA
190970,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,199,3DD.003C06F677,123,62,1,,,,U,N,C,RA
191891,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,232,3DD.003C06F678,124,96,1,,,,U,N,C,RA
238359,,BAC20181023,12/14/2018,BAC,BP2,FMS,151,3DD.003C06F682,83,27,1,,,,U,N,N,RA
192719,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,162,3DD.003C06F689,125,34,1,,,,U,N,N,RA
192721,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,167,3DD.003C06F68F,125,38,1,,,,U,N,N,RA
238355,,BAC20181023,12/14/2018,BAC,BP2,FMS,178,3DD.003C06F693,83,44,1,,,,U,N,N,RA
241547,,BAC20181023,12/16/2018,BAC,BP2,FMS,199,3DD.003C06F695,87,63,1,,,,U,N,N,RA
244383,,BAC20181023,12/17/2018,BAC,BP2,FMS,191,3DD.003C06F6A1,91,52,1,,,,U,N,N,RA
241882,,BAC20181023,12/16/2018,BAC,BP2,FMS,197,3DD.003C06F6A8,88,77,1,,,,U,N,N,RA
243901,,BAC20181023,12/17/2018,BAC,BP2,FMS,160,3DD.003C06F6AA,90,36,1,,,,U,N,N,RA
237579,,BAC20181023,12/14/2018,BAC,BP2,FMS,200,3DD.003C06F6AE,81,66,1,,,,U,N,N,RA
237576,,BAC20181023,12/14/2018,BAC,BP2,FMS,169,3DD.003C06F6B1,81,42,1,,,,U,N,N,RA
238078,,BAC20181023,12/14/2018,BAC,BP2,FMS,176,3DD.003C06F6C8,82,42,1,,,,U,N,N,RA
199315,,BAC20171102,02/02/2018,BAC,BPBN2,FMS,156,3DD.003C06F6D1,131,33,1,,,,U,N,N,RA
239081,,BAC20181023,12/15/2018,BAC,BP2,FMS,200,3DD.003C06F6D4,84,61,1,,,,U,N,N,RA
252152,,BAC20190521,05/21/2019,BAC,HB,FMS,214,3DD.003C06F6D4,H4,79,1,,,,U,N,N,RA
242932,,BAC20181023,12/16/2018,BAC,BP2,FMS,189,3DD.003C06F6DF,89,61,1,,,,U,N,N,RA
194023,,BAC20171102,01/31/2018,BAC,BPBN2,FMS,158,3DD.003C06F6F4,127,33,1,,,,U,N,N,RA
193670,,BAC20171102,01/31/2018,BAC,BPBN2,FMS,172,3DD.003C06F6F7,126,44,1,,,,U,I,N,RA
194022,,BAC20171102,01/31/2018,BAC,BPBN2,FMS,171,3DD.003C06F6F9,127,36,1,,,,U,N,N,RA
192978,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,182,3DD.003C06F6FA,125,46,1,,,,U,N,C,RA
199304,,BAC20171102,02/02/2018,BAC,BPBN2,FMS,153,3DD.003C06F709,131,32,1,,,,U,N,N,RA
221231,,BAC20171102,01/19/2018,BAC,BPBN2,FMS,267,3DD.003C06F72F,116,,1,,,,U,N,C,RA
190662,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,200,3DD.003C06F734,121,69,1,,,,U,N,N,RA
218737,,BAC20171102,01/14/2018,BAC,BPBN2,FMS,201,3DD.003C06F77B,111,65,2,,,,U,N,N,RA
231108,,BAC20181023,12/07/2018,BAC,BP2,FMS,310,3DD.003C06F77B,59,243,2,,,,U,N,C,RA
233216,,BAC20181023,12/09/2018,BAC,BP2,FMS,311,3DD.003C06F77B,68,230,2,,,,U,N,C,RA
218736,,BAC20171102,01/14/2018,BAC,BPBN2,FMS,201,3DD.003C06F7C3,111,70,2,,,,U,N,N,RA
243900,,BAC20181023,12/17/2018,BAC,BP2,FMS,156,3DD.003C06F807,90,34,1,,,,U,N,N,RA
250024,x,SHI20190620,06/20/2019,SHI,HB,FMS,352,3DD.033BA20FC9,H21,348,-1,,IN MOUTH,reach id,U,N,N,RA
133470,,BAC20141030,01/30/2015,BAC,BPBN1,FMS,372,,WEIR4,405,-1,,river to weir,,U,N,C,RA
133576,,BAC20141030,02/09/2015,BAC,BPBN2,FMS,90,,WEIR5,,-1,,,,U,N,N,RA
133587,,BAC20141030,02/09/2015,BAC,BPBN2,FMS,87,,WEIR5,5.4,-1,,,,U,N,N,RA
189571,,BAC20171102,01/26/2018,BAC,BPBN2,FMS,80,,118,8,-1,,,,U,I,N,RA
7481,x,SHI20110908,09/10/2011,SHI,SS,FMS,117,,SI-2,,-1,-1,,,U,N,U,RA
47009,,SHI20120907,09/11/2012,COR,HB,FMS,75,,42,,-1,,MOUTH OF SHINUMO CREEK AND CONFLUENCE WITH COLORADO RIVER,,I,N,N,RA
47010,,SHI20120907,09/11/2012,COR,HB,FMS,58,,42,,-1,,MOUTH OF SHINUMO CREEK AND CONFLUENCE WITH COLORADO RIVER,,I,N,N,RA
47011,,SHI20120907,09/11/2012,COR,HB,FMS,58,,42,,-1,,MOUTH OF SHINUMO CREEK AND CONFLUENCE WITH COLORADO RIVER,,I,N,N,RA
47012,,SHI20120907,09/11/2012,COR,HB,FMS,56,,42,,-1,,MOUTH OF SHINUMO CREEK AND CONFLUENCE WITH COLORADO RIVER,,I,N,N,RA
47014,,SHI20120907,09/11/2012,COR,HB,FMS,80,,42,,-1,,MOUTH OF SHINUMO CREEK AND CONFLUENCE WITH COLORADO RIVER,,I,N,N,RA
47017,,SHI20120907,09/11/2012,COR,HB,FMS,65,,42,,-1,,MOUTH OF SHINUMO CREEK AND CONFLUENCE WITH COLORADO RIVER,,I,N,N,RA
29672,,SHI20100617,06/21/2010,SHI,HB,FMS,440,,H1,440,-1,,LOWEST OF 4 HOOPS SET BELOW SHINIMU FALLS,,,,,
29673,,SHI20100617,06/21/2010,SHI,HB,FMS,470,,H1,450,-1,,LOWEST OF 4 HOOPS SET BELOW SHINIMU FALLS,,,,,
29674,,SHI20100617,06/21/2010,SHI,HB,FMS,302,,H1,280,-1,,LOWEST OF 4 HOOPS SET BELOW SHINIMU FALLS,,,,,
29694,,SHI20100617,06/21/2010,SHI,HB,FMS,250,,H3,135,-1,,ONE OF THE 4 HOOPS SET BELOW SHINIMU FALLS,,,,,
246397,x,BAC20181023,12/18/2018,BAC,BP2,FMS,149,,thy,27,0,,,,U,N,N,RA
203541,,BAC20171102,02/04/2018,BAC,BPBN2,FMS,92,,134,7,1,,,,U,I,N,DC
112702,,BAC20151015,01/18/2016,BAC,BPBN2,FMS,123,,133,16,1,,,,U,N,N,RA
112729,,BAC20151015,01/18/2016,BAC,BPBN2,FMS,147,,134,25,1,,,,U,N,N,RA
172842,,BAC20161021,02/03/2017,BAC,BPBN2,FMS,86,,114,7,1,,,,U,N,N,RA
172858,,BAC20161021,02/03/2017,BAC,BPBN2,FMS,84,,115,7,1,,,,U,U,U,RA
173990,,BAC20161021,02/05/2017,BAC,BPBN2,FMS,109,,118,15,1,,,,U,N,N,RA
173993,,BAC20161021,02/05/2017,BAC,BPBN2,FMS,111,,118,12,1,,,,U,N,N,RA
174218,,BAC20161021,02/05/2017,BAC,BPBN2,FMS,105,,118,12,1,,,,U,N,N,RA
174634,,BAC20161021,02/05/2017,BAC,BPBN2,FMS,95,,119,6,1,,PIT tag 3DD.003BA20F3B found in alcohol. Checked datasheets from this field stint and did not locate it.,,U,N,N,RA
174896,,BAC20161021,02/05/2017,BAC,BPBN2,FMS,111,,119,12,1,,PIT tag 3DD.003BA20F3B found in alcohol. Checked datasheets from this field stint and did not locate it.,,U,N,N,RA
175051,,BAC20161021,02/06/2017,BAC,BPBN2,FMS,102,,121,10,1,,,,U,N,N,RA
175053,,BAC20161021,02/06/2017,BAC,BPBN2,FMS,117,,121,14,1,,,,U,N,N,RA
175155,,BAC20161021,02/06/2017,BAC,BPBN2,FMS,89,,121,7,1,,,,U,N,N,RA
175297,,BAC20161021,02/06/2017,BAC,BPBN2,FMS,88,,121,8,1,,,,U,N,N,RA
188900,,BAC20171102,01/26/2018,BAC,BPBN2,FMS,107,,119,9,1,,,,U,N,N,RA
188901,,BAC20171102,01/26/2018,BAC,BPBN2,FMS,120,,119,13,1,,,,U,N,N,RA
188902,,BAC20171102,01/26/2018,BAC,BPBN2,FMS,123,,119,16,1,,,,U,N,N,RA
188905,,BAC20171102,01/26/2018,BAC,BPBN2,FMS,107,,119,10,1,,,,U,N,N,RA
189222,,BAC20171102,01/26/2018,BAC,BPBN2,FMS,85,,119,6,1,,,,U,N,N,RA
189224,,BAC20171102,01/26/2018,BAC,BPBN2,FMS,109,,119,10,1,,,,U,N,N,RA
189736,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,93,,120,8,1,,,,U,I,N,RA
189737,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,91,,120,3,1,,,,U,I,N,RA
189738,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,101,,120,8,1,,,,U,I,N,RA
189740,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,99,,120,6,1,,,,U,I,N,RA
189087,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,108,,120,12,1,,,,U,I,N,RA
190135,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,90,,121,9,1,,,,U,N,N,RA
190136,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,103,,121,10,1,,,,U,N,N,RA
190137,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,101,,121,8,1,,,,U,N,N,RA
190141,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,112,,121,10,1,,,,U,N,N,RA
190142,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,96,,121,7,1,,,,U,N,N,RA
190143,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,96,,121,9,1,,,,U,N,N,RA
190144,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,97,,121,17,1,,,,U,N,N,RA
190145,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,47,,121,1,1,,,,U,N,N,RA
190455,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,94,,121,10,1,,,,U,I,N,RA
190666,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,86,,121,6,1,,,,U,I,N,RA
190668,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,101,,121,8,1,,,,U,I,N,RA
190669,,BAC20171102,01/27/2018,BAC,BPBN2,FMS,76,,121,2,1,,,,U,I,N,RA
191121,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,92,,122,6,1,,"1 already dead FMS found, tl 156 fl 148 unn, 40g, 3dd003c06f64e, large decomposing, rotting open wound on chest. Long dead.",,U,I,N,RA
191122,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,104,,122,10,1,,"1 already dead FMS found, tl 156 fl 148 unn, 40g, 3dd003c06f64e, large decomposing, rotting open wound on chest. Long dead.",,U,I,N,RA
191123,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,96,,122,6,1,,"1 already dead FMS found, tl 156 fl 148 unn, 40g, 3dd003c06f64e, large decomposing, rotting open wound on chest. Long dead.",,U,I,N,RA
191300,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,85,,122,5,1,,,,U,I,N,RA
191301,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,91,,122,5,1,,,,U,I,U,RA
191302,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,89,,122,7,1,,,,U,I,N,RA
191303,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,96,,122,6,1,,,,U,I,N,RA
191304,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,83,,122,6,1,,,,U,I,N,RA
191307,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,82,,122,6,1,,,,U,I,N,RA
191308,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,81,,122,4,1,,,,U,I,N,RA
190834,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,117,,122,8,1,,,,U,I,N,RA
190975,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,101,,123,10,1,,,,U,I,N,RA
190976,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,118,,123,14,1,,,,U,I,N,RA
190977,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,100,,123,8,1,,,,U,I,N,RA
191008,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,95,,123,7,1,,,,U,I,N,RA
191009,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,110,,123,11,1,,,,U,I,N,RA
191010,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,99,,123,8,1,,,,U,I,N,RA
191011,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,84,,123,6,1,,,,U,I,N,RA
191012,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,96,,123,7,1,,,,U,I,N,RA
190258,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,99,,123,5,1,,,,U,I,N,RA
191611,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,116,,123,13,1,,,,U,I,N,RA
191612,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,103,,123,9,1,,,,U,I,N,RA
191613,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,105,,123,8,1,,,,U,I,N,RA
191614,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,91,,123,6,1,,,,U,I,N,RA
191615,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,106,,123,11,1,,,,U,I,N,RA
191616,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,103,,123,9,1,,,,U,I,N,RA
191617,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,88,,123,6,1,,,,U,I,N,RA
191187,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,108,,123,12,1,,,,U,I,N,RA
191189,,BAC20171102,01/28/2018,BAC,BPBN2,FMS,82,,123,4,1,,,,U,I,N,RA
191895,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,101,,124,9,1,,,,U,I,N,RA
192336,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,95,,124,8,1,,,,U,I,N,RA
192337,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,109,,124,12,1,,,,U,I,N,RA
192338,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,88,,124,7,1,,,,U,I,N,RA
192635,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,89,,124,5,1,,,,U,I,N,RA
192723,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,96,,125,9,1,,,,U,I,N,RA
192725,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,100,,125,10,1,,,,U,I,N,RA
192726,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,99,,125,10,1,,,,U,I,N,RA
192727,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,94,,125,7,1,,,,U,I,N,RA
192979,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,82,,125,4,1,,,,U,I,N,RA
192980,,BAC20171102,01/29/2018,BAC,BPBN2,FMS,92,,125,2,1,,,,U,I,N,RA
193638,,BAC20171102,01/31/2018,BAC,BPBN2,FMS,104,,126,11,1,,,,U,I,N,RA
193486,,BAC20171102,01/31/2018,BAC,BPBN2,FMS,108,,126,13,1,,,,U,I,N,RA
194024,,BAC20171102,01/31/2018,BAC,BPBN2,FMS,105,,127,11,1,,,,U,I,N,RA
194025,,BAC20171102,01/31/2018,BAC,BPBN2,FMS,98,,127,8,1,,,,U,I,N,RA
194026,,BAC20171102,01/31/2018,BAC,BPBN2,FMS,105,,127,8,1,,,,U,I,N,RA
194655,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,111,,128,12,1,,,,U,I,N,RA
194656,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,135,,128,22,1,,,,U,I,N,RA
194657,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,90,,128,9,1,,,,U,I,N,RA
194658,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,115,,128,14,1,,,,U,I,N,RA
194660,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,75,,128,5,1,,,,U,I,N,RA
194661,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,94,,128,7,1,,,,U,I,N,RA
194662,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,88,,128,7,1,,,,U,I,N,RA
194663,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,98,,128,9,1,,,,U,I,N,RA
195416,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,61,,128,3,1,,,,U,I,N,RA
195417,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,98,,128,9,1,,,,U,I,N,RA
195418,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,77,,128,5,1,,,,U,I,N,RA
195419,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,90,,128,8,1,,,,U,I,N,RA
195420,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,98,,128,8,1,,,,U,I,N,RA
195421,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,84,,128,6,1,,,,U,I,N,RA
195750,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,104,,128,10,1,,,,U,I,N,RA
196072,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,90,,129,8,1,,,,U,I,N,RA
196073,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,92,,129,8,1,,,,U,I,N,RA
196074,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,91,,129,7,1,,,,U,I,N,RA
196075,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,82,,129,4,1,,,,U,I,N,RA
196076,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,97,,129,8,1,,,,U,I,N,RA
196077,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,82,,129,4,1,,,,U,I,N,RA
196078,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,102,,129,9,1,,,,U,I,N,RA
196079,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,78,,129,4,1,,,,U,I,N,RA
196080,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,58,,129,2,1,,,,U,I,N,RA
196081,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,72,,129,4,1,,,,U,I,N,RA
196082,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,79,,129,4,1,,,,U,I,N,RA
196083,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,70,,129,4,1,,,,U,I,N,RA
196084,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,77,,129,5,1,,,,U,I,N,RA
196085,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,107,,129,10,1,,,,U,I,N,RA
196670,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,87,,129,6,1,,,,U,I,N,RA
196672,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,89,,129,7,1,,,,U,I,N,RA
196673,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,77,,129,5,1,,,,U,I,N,RA
196674,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,83,,129,6,1,,,,U,I,N,RA
196676,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,89,,129,6,1,,,,U,I,N,RA
196677,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,74,,129,3,1,,,,U,I,N,RA
196679,,BAC20171102,02/01/2018,BAC,BPBN2,FMS,86,,129,7,1,,,,U,I,N,RA
